지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
264,함양군,2018-12,1.6,8,1007.7,1026.8,5.1,68,20,1.5,5.2,1.9,163.6,53.73,271.95,1
264,함양군,2019-01,.7,7.7,1006.6,1025.7,3.9,63,16,1.9,3.9,1.6,210.5,67.53,335.21,-.3
264,함양군,2019-02,2.7,9.7,1004.8,1023.7,4.8,65,35.7,1.6,5.6,1.9,182.8,59.95,363.58,2.6
264,함양군,2019-03,7.6,14.9,998.9,1017.3,6.4,65,41.9,1.9,4.8,1.8,222.1,59.88,509.88,7.3
264,함양군,2019-04,12.2,19.1,997,1015,9.6,69,110.7,1.4,5.4,2.4,180.5,45.94,514.25,13.6
264,함양군,2019-05,18,26.4,994.5,1012.1,12.2,64,78,1.4,4.6,1,295.5,67.85,737.24,20.5
264,함양군,2019-06,21.4,27.9,989.7,1006.9,20,81,137,.9,5.6,2.1,215.3,49.34,636.28,25.3
264,함양군,2019-07,24.2,29.1,989.4,1006.5,26.6,89,334.3,.8,7.4,2.9,140.2,31.61,510.1,26.3
264,함양군,2019-08,25.4,31.1,990,1007,28.6,89,87.9,.8,6.3,2.5,186,44.46,547.46,28.4
264,함양군,2019-09,21.3,26.8,997.2,1014.6,23.8,93,348.9,.6,7.2,3.9,121.3,32.52,380.02,22.9
264,함양군,2019-10,14.7,21.9,1000.8,1018.7,13.8,82,233.7,.9,5.2,2.7,179.1,51.11,394.16,16.1
264,함양군,2019-11,8.1,16.4,1004.1,1022.6,7.4,70,13.1,1.1,4.9,2.4,162.5,52.47,305.28,8
264,함양군,2019-12,2.2,9.5,1006.6,1025.6,4.6,64,27.4,1.3,4.6,1.7,176.5,58,271.98,1.5
264,함양군,2020-01,2.8,9,1004.1,1023,5,67,95.6,1.4,5.7,2.7,143.8,46.15,256.52,1.9
264,함양군,2020-02,3.8,10.5,1005.6,1024.4,5.1,63,45.3,1.7,4.6,2,188.4,59.58,367.18,3.6
264,함양군,2020-03,8,15.4,999.3,1017.7,5.9,57,31,1.9,4.2,1.9,235.2,63.26,542.04,8.4
264,함양군,2020-04,10.4,18.2,999,1017.2,6.1,52,60.1,2.1,3.5,1.4,229.7,65.09,569,13.1
264,함양군,2020-05,18,24.6,992.8,1010.3,13.5,68,62.7,1.4,6.1,2.4,235.1,53.91,652.88,20.3
264,함양군,2020-06,23.1,29.4,989,1006.1,20.1,74,171.5,1.1,6.1,2.5,202.6,46.4,614.47,26.4
264,함양군,2020-07,22.6,26.7,989.6,1006.8,23.1,85,605.8,.6,7.8,3.5,74.3,16.75,384.7,24.5
264,함양군,2020-08,26.4,32,992.1,1009.1,28.2,84,618,.7,6.6,2.9,159.8,38.27,492.95,28.5
264,함양군,2020-09,19.3,25.2,994.5,1011.9,18.2,82,177.5,.8,6.5,2.9,130.7,35.12,400.2,21.4
264,함양군,2020-10,13.1,21.6,1002.4,1020.5,10.2,70,12.8,.9,5,2.5,218.5,62.5,455.61,14.7
264,함양군,2020-11,7.9,15.6,1006.4,1025,7.1,66,26.2,1.3,4.5,2.4,173.7,56.2,305.48,7.1
264,함양군,2020-12,.8,7.7,1007.2,1026.4,3.8,60,4.1,1.6,4.4,1.9,185,60.86,292.6,-.2
264,함양군,2021-01,-.5,6.1,1005.4,1024.6,4.1,65,24.7,1.8,5.1,2.1,170.2,54.53,303.4,.2
264,함양군,2021-02,3.9,10.9,1002.3,1021.2,4.4,53,27.9,2.6,4,1.5,185.6,60.75,375.05,3.9
264,함양군,2021-03,9,16.3,1001,1019.5,6.7,61,68.3,1.8,5.4,2.1,200.8,54.08,491,9.9
264,함양군,2021-04,13.3,20.6,1000.1,1018.3,7,50,37.2,2.1,5.4,2.2,225.9,57.45,621.35,15.6
264,함양군,2021-05,16.8,23.5,991.7,1009.4,12.3,66,108.3,1.9,6,2.4,185.5,44.02,583.18,19.1
264,함양군,2021-06,22.1,28.2,990.6,1007.9,18.9,74,112.7,1.2,6.6,2.6,177.1,40.56,617.09,25.3
264,함양군,2021-07,25.8,31.3,991.3,1008.5,25.8,80,196.1,1.1,7,2.6,176.5,39.79,614.17,29.2
264,함양군,2021-08,24.9,30.5,991.4,1008.5,25.5,83,229.7,1,7.4,3.1,121.3,29.02,481.07,27.9
264,함양군,2021-09,21.1,26.2,996.3,1013.8,19.9,81,105.5,1.1,7.1,3.6,116.7,31.35,388.56,22.9
264,함양군,2021-10,14.4,22.8,1003.3,1021.4,11.9,71,59.6,1,4.6,1.9,197.2,56.34,429.24,16.4
264,함양군,2021-11,7.2,15.5,1001.7,1020.3,6.3,65,43.5,1.8,3.9,1.3,164.8,53.3,308.03,7.5
264,함양군,2021-12,2,9.2,1005.9,1025,3.7,52,1.4,2.3,4,2.2,170.4,56.03,291.41,2
264,함양군,2022-01,-.1,7.1,1005.2,1024.5,2.9,48,,2.1,4.2,1.6,202,64.74,351.07,.8
264,함양군,2022-02,.4,7.2,1006.3,1025.5,2.3,40,1,2.8,4.8,1.9,208.8,68.41,413.45,2.4
266,광양시,2018-01,.7,5.4,1012.2,1023.2,4,58,26,2.3,,,206.8,65.94,331.05,.5
266,광양시,2018-02,2.7,8.1,1011.9,1022.8,3.8,49,27.1,2.1,,,192.6,62.94,377.06,2.8
266,광양시,2018-03,9.6,15.4,1009.2,1019.8,8.6,71,169,2.4,,,208.8,56.25,480.35,9.5
266,광양시,2018-04,14.5,20.3,1005.6,1015.9,11.3,69,109.7,2.2,,,217.2,55.38,554.68,15.2
266,광양시,2018-05,18.7,23.6,1001.9,1012,16.1,75,160.6,1.8,,,190.3,43.85,559.53,20.1
266,광양시,2018-06,22.7,27.7,998.3,1008.2,20.7,76,268,1.5,,,211.1,48.63,596.52,26.2
266,광양시,2018-07,27.8,32.1,999.4,1009.2,29.1,79,135.5,1.5,,,233.1,56.45,587.48,31.8
266,광양시,2018-08,27.9,32.4,997.7,1007.5,29.4,79,277.3,2,6.2,2.6,191.3,45.85,539.23,31.3
266,광양시,2018-09,21.6,25.6,1002.9,1012.9,17.2,67,220.6,2,6.5,2.7,139.4,37.43,414.12,23.7
266,광양시,2018-10,15.4,20.7,1007.9,1018.2,10.3,59,232.5,1.6,4.1,1.8,215.3,61.39,449.91,17.5
266,광양시,2018-11,11.4,16.5,1012.5,1023,7.6,57,34.6,1,4,1.6,187.2,60.19,320.23,11.3
266,광양시,2018-12,4.7,9.2,1015.1,1025.9,4.7,49,34.1,1.8,4.6,1.9,181.1,59.28,279.59,4.6
266,광양시,2019-01,3.4,9,1014.2,1025,3.3,42,11.9,2,3.5,1.6,226.8,72.37,344.24,3.7
266,광양시,2019-02,5.5,10.7,1012.3,1023,4.1,45,42.4,1.8,5.7,2.2,184,60.17,369.04,6.1
266,광양시,2019-03,9.9,15.7,1006.7,1017.2,5.8,48,50.2,2.3,4.7,1.9,229,61.73,528.51,11
266,광양시,2019-04,13.6,19.2,1004.7,1015.1,8.8,56,80.1,1.8,5.3,2.4,192.8,49.16,506.21,15.7
266,광양시,2019-05,19.9,26.2,1002.1,1012.2,11.1,49,152.4,1.6,4.8,1.3,289.5,66.74,717.1,22
266,광양시,2019-06,21.8,26.9,997.4,1007.3,18.3,72,255.8,1.2,6,2.4,202.5,46.65,586.69,24.7
266,광양시,2019-07,24.9,28.7,997,1006.8,24,77,276,1.7,7.2,3.5,157.5,35.63,513.43,26.7
266,광양시,2019-08,26.9,31.2,997.3,1007,24.9,71,96.1,1.5,6.1,2.4,200.2,47.99,545.99,29.7
266,광양시,2019-09,22.9,27,1004.1,1014.1,20.9,75,355.7,2,6.9,3.3,123.4,33.11,385.18,23.7
266,광양시,2019-10,17.9,22.9,1007.8,1017.9,12.8,61,192.6,2,5.1,2.1,216,61.54,436.89,18.7
266,광양시,2019-11,12.1,17.4,1011.4,1021.9,8.2,56,30.1,1.6,4,1.9,180.5,58,324.82,11.8
266,광양시,2019-12,5.7,10.7,1014.1,1024.8,5,53,22.8,1.6,4,1.7,180.1,58.91,275.84,4.6
266,광양시,2020-01,5.4,10,1011.5,1022.3,5.3,57,78.2,1.9,5.4,2.8,157.8,50.35,267.52,4.6
266,광양시,2020-02,6.3,11.5,1013.3,1024,5.4,54,41.4,2,4.4,2.3,199.8,63.01,375.07,6.6
266,광양시,2020-03,10,15.9,1007.1,1017.6,6.5,52,41.2,2.1,4,1.8,248.7,66.91,547.53,11.3
266,광양시,2020-04,12.6,18.9,1006.9,1017.3,6.2,44,54,2.2,3.5,1.6,276.3,70.36,656.56,15.2
266,광양시,2020-05,18.7,23.8,1000.6,1010.7,13.8,66,176.9,1.6,5.9,3,205.9,47.41,587.97,21
266,광양시,2020-06,23.2,28.4,996.8,1006.6,19.6,70,353,1.3,6.1,2.6,212.3,48.88,598.4,26.4
266,광양시,2020-07,22.9,26.5,997.2,1007.1,23.1,84,483.1,1.3,8,4.2,74.7,16.92,368.92,24.9
266,광양시,2020-08,27.5,31.6,999.9,1009.7,28.7,79,336.5,1.3,6.1,3.3,171,41.08,497.87,31.1
266,광양시,2020-09,21.7,25.9,1001.4,1011.4,18,69,199.8,2,6.2,2.6,158.2,42.54,437.55,24.5
266,광양시,2020-10,16.6,22.2,1009.4,1019.7,10.2,54,33.9,1.6,4.7,2.5,219.4,62.63,466.94,19
266,광양시,2020-11,11.5,16.5,1013.7,1024.4,8,56,11,1.8,4.2,2.4,170.3,56.71,321.33,11.3
266,광양시,2020-12,3.7,9.1,1014.8,1025.8,4.1,51,12,1.8,3.8,1.5,200.4,65.6,303.33,3.5
266,광양시,2021-01,2.5,7.4,1013.2,1024.3,4.6,57,17.7,2,4.4,2,183.7,60.45,303.26,2.4
266,광양시,2021-02,6.2,12.1,1010.3,1021.1,5.1,51,27.1,2.4,4.2,1.8,188.3,61.42,370.29,6.2
266,광양시,2021-03,11.3,16.6,1008.9,1019.5,8,61,136.7,1.9,5,2.5,227.3,61.17,507.47,12.1
266,광양시,2021-04,14.9,20.8,1008,1018.5,8.5,52,78.6,2,5.5,2.9,239.3,60.98,611.07,17.4
266,광양시,2021-05,18.4,23.8,999.6,1009.9,13.7,65,80.1,1.6,5.9,3,196.2,46.69,587.35,20.8
266,광양시,2021-06,22.8,27.8,998.3,1008.4,20.3,74,98.8,1.3,6.5,2.5,208.8,48.08,615.35,26.8
266,광양시,2021-07,26.7,30.9,998.8,1008.8,27.5,80,379.1,1.6,7,2.7,210.8,47.7,593.27,30.9
266,광양시,2021-08,26.3,30.7,998.7,1008.7,27.2,81,354.3,1.3,7,2.8,176.7,42.38,517.49,29
266,광양시,2021-09,22.6,26.4,1003.3,1013.4,21.4,79,146.6,2,7.1,3.6,116.4,31.28,371.44,23.6
266,광양시,2021-10,17.8,23.3,1010.5,1020.9,14.6,68,57.8,1.1,4.2,1.9,213.9,60.99,447.02,19
266,광양시,2021-11,11.2,16.9,1009.4,1020.1,8.4,63,44.6,1.3,3.3,1.1,181.7,58.48,312.61,10.1
266,광양시,2021-12,5.2,10.4,1013.7,1024.7,5.2,56,1.6,1.7,3.2,1.6,197.1,64.5,306.88,4
266,광양시,2022-01,3,8.5,1013,1024,3.4,45,.3,1.7,4,2,221,70.47,347.27,3.4
266,광양시,2022-02,2.9,8.6,1014.2,1025.2,3.3,44,0,2.5,4.1,1.9,216.6,70.76,411.23,5.1
268,진도군,2018-01,.9,4.3,1023.1,1023.8,4.9,73,55.2,2.9,,,117.1,37.22,,2.4
268,진도군,2018-02,1.9,5.9,1022.6,1023.3,4.6,65,35.5,3,,,160.5,52.33,,3.2
268,진도군,2018-03,8.4,13.7,1018.8,1019.5,9,80,126.5,2.2,,,148.4,39.99,,11
268,진도군,2018-04,13.5,18.8,1014.8,1015.4,11.5,74,171,2.6,,,210,53.64,,16.9
268,진도군,2018-05,17.7,22.2,1010.7,1011.3,15.9,79,105,2.2,,,159.8,36.89,,21.3
268,진도군,2018-06,21.4,26,1007,1007.6,20.6,81,202.6,1.9,,,206.9,47.77,,27.8
268,진도군,2018-07,26.8,31.1,1007.1,1007.7,27.9,80,52.6,1.9,,,261.5,59.38,,33
268,진도군,2018-08,27.7,31.6,1005.6,1006.2,28.9,79,355.7,2.3,5.6,2.9,237.9,57.16,,33.2
268,진도군,2018-09,21.6,25.7,1011.5,1012.1,20.4,79,185.1,1.8,6.3,3.6,159.6,42.9,,24.4
268,진도군,2018-10,14.9,19.4,1017.6,1018.2,12,71,222.7,2.4,4.4,2.8,221.8,63.12,,17.2
268,진도군,2018-11,9.8,15.2,1022,1022.7,9,75,39,1.8,4.2,2.7,194.5,62.36,,9.9
268,진도군,2018-12,4.5,7.9,1025.6,1026.3,6.3,69,38.6,3.1,6.8,5,124.7,40.55,,4.6
268,진도군,2019-01,3,6.4,1025.3,1026,4.9,65,16.6,3.1,5.6,4.4,174,55.31,,3.7
268,진도군,2019-02,3.8,7.7,1023,1023.7,5.4,67,33,3.1,6.8,5,140.8,45.94,,4.5
268,진도군,2019-03,7.8,12.9,1017.3,1017.9,7.3,69,43,2.7,5.5,3.9,204.7,55.16,,9.5
268,진도군,2019-04,12,17,1014.2,1014.8,10,72,65.8,2.1,5.9,4.2,173.1,44.23,,14.3
268,진도군,2019-05,17.1,23.2,1011.6,1012.2,12.6,66,178.5,2.1,4.8,2.5,272.9,63.04,,21.3
268,진도군,2019-06,20.4,25.1,1006.3,1006.9,18.9,80,240.5,1.6,5.7,3.4,216.5,50,,24.7
268,진도군,2019-07,24.1,27.3,1005.1,1005.7,25.4,85,244.5,2.2,6.7,4.6,129.6,29.41,,26.7
268,진도군,2019-08,25.9,30,1005.7,1006.3,26.6,80,145.8,1.7,5.8,3,208.5,50.04,,30.2
268,진도군,2019-09,22.3,26.4,1012.3,1012.9,21.9,82,294.1,2,6.6,3.6,147.3,39.59,,24.8
268,진도군,2019-10,16.8,21.4,1016.9,1017.5,14.5,75,232,1.7,4.8,2.6,194.8,55.4,,19
268,진도군,2019-11,11.4,16.3,1021.2,1021.8,9.7,70,13.9,2.5,5,2.8,169.4,54.29,,12.1
268,진도군,2019-12,5.4,9.7,1024.3,1024.3,6.5,72,31.1,2.9,6,4.1,124.1,40.36,,5.1
268,진도군,2020-01,5.3,8.5,1022,1022.7,6.6,72,69,3,7,5.1,102.9,32.74,,5.3
268,진도군,2020-02,5.4,9.7,1023.8,1024.3,7.1,76,27.5,2.7,5.9,4.5,142.5,44.91,,6.2
268,진도군,2020-03,8.3,13.3,1017.5,1018.2,7.6,69,26.7,3.2,4.8,2.9,221.7,59.58,,10.9
268,진도군,2020-04,10.5,15.5,1017.5,1018.2,8.2,65,61.5,3,3.9,2.4,262.3,66.85,,15.2
268,진도군,2020-05,17,21.5,1009.7,1010.3,15.5,81,212.9,2.4,6.2,3.9,178.4,41.15,,22.3
268,진도군,2020-06,21.8,26.3,1005.6,1006.2,21.8,84,324.3,2,6.4,3.9,185.5,42.84,,26.2
268,진도군,2020-07,22.8,25.7,1005.5,1005.9,25.2,90,320.2,2.1,7.7,5.7,61.4,13.95,,25.7
268,진도군,2020-08,27.4,30.9,1007.7,1008.3,30.8,85,100.3,2.7,5.8,3.7,165.1,39.7,,31.2
268,진도군,2020-09,21.4,25.7,1010.3,1010.9,21.5,85,309.1,1.9,6.4,3.5,148.7,40.04,,25
268,진도군,2020-10,15.6,20.4,1019,1019.8,12.5,71,24.9,2.5,5.2,3.1,200.2,57.1,,17.7
268,진도군,2020-11,11.4,15.6,1023.4,1024.6,9.9,71,17.3,3,5.8,3.9,139.8,44.88,,11.6
268,진도군,2020-12,3.5,8.4,1025.1,1026.3,5.7,73,21.8,2.7,5.9,3.7,137.6,44.75,,4.4
268,진도군,2021-01,2.7,7.4,1023.1,1024.3,6,77,43.9,2.7,6.1,3.6,131.1,41.66,,4.2
268,진도군,2021-02,5.6,10.6,1020.5,1021.7,6.6,71,44.1,3.1,5.6,3.5,152.5,49.72,,6.6
268,진도군,2021-03,9.6,14.7,1018.4,1019.6,9.2,77,142.3,2.6,5.5,3.7,207,55.71,,12.1
268,진도군,2021-04,13.7,18.7,1017.1,1018.3,10.2,67,75.5,2.6,5.2,3.4,226.7,57.83,,17.4
268,진도군,2021-05,17.4,22.4,1008.5,1009.7,14.8,75,144.7,2.3,5.5,3.3,216.7,50.02,,21.5
268,진도군,2021-06,,,1006.3,1007.7,19.9,81,147.8,2,6.3,3,220.8,50.99,,
268,진도군,2021-07,26.2,29.8,1006.4,1007.5,27.9,83,551.9,2,6.7,3.7,169.3,38.45,,28.7
268,진도군,2021-08,25.7,29.6,1006.5,1007.6,28,86,188.2,1.6,6.5,2.8,165.7,39.83,,28
268,진도군,2021-09,22.7,26.5,1010.8,1011.9,22.7,83,124.7,1.9,6.9,3.5,116.2,31.26,,23.9
268,진도군,2021-10,16.9,21.9,1019,1020.2,15.6,77,9.9,2.1,4.7,2.8,183.8,52.38,,17.6
268,진도군,2021-11,10.1,15.9,1018.6,1019.8,9.4,77,65.8,2.1,4.8,2.9,161,51.62,,10.1
268,진도군,2021-12,4.4,9.5,1023.5,1024.8,6.2,73,10.3,2.7,5.7,3.9,115.1,37.43,,4.4
268,진도군,2022-01,1.9,5.8,1023.1,1024.3,4.9,70,3.7,3,5.8,4.1,158.3,52.06,,2.7
268,진도군,2022-02,2,6.4,1024.4,1025.6,4.5,65,1.8,3.3,5.6,3.4,140.6,51.13,,3.9
271,봉화,2018-01,-5.2,1.5,982,1023.2,2.4,54,7.5,1.7,,,192.9,62.45,,-2.6
271,봉화,2018-02,-3.6,4.3,981.8,1022.8,2.2,45,15,1.6,,,199.5,65.75,,-2.1
271,봉화,2018-03,5.7,13.1,980.9,1020.3,5.4,61,75.2,1.8,,,212.7,57.33,,6
271,봉화,2018-04,11.4,19.3,977,1015.4,7,57,165,1.8,,,225.1,57.07,,12.5
271,봉화,2018-05,15.9,22.9,973.8,1011.4,12.5,71,140.2,1.6,,,194.9,44.46,,18.6
271,봉화,2018-06,20.3,27.2,971.1,1007.9,15.5,69,69.9,1.5,,,190.6,43.33,,26.5
271,봉화,2018-07,25,30.8,972.6,1008.9,23.3,76,228.7,1.4,,,225.3,50.39,,30.5
271,봉화,2018-08,24.7,30.7,971.7,1008,23.2,77,319.4,1.3,6.7,2.9,159,37.83,,30.3
271,봉화,2018-09,17.4,23.5,976.4,1013.9,15.5,79,111.7,1.2,6.8,2.8,130.4,34.97,,19.6
271,봉화,2018-10,9.7,17.5,980.1,1018.9,8.9,75,88.5,1.4,4.4,2.2,179,51.29,,11.7
271,봉화,2018-11,4.5,12.7,984.2,1024,6.3,75,45.6,1.1,4.3,2.4,156.2,50.9,,5.3
271,봉화,2018-12,-2.1,5,985.8,1026.7,3.6,61,24,1.4,4.2,1.6,188,62.62,,-.5
271,봉화,2019-01,-3.2,4.6,984.3,1025.2,2.5,54,5.5,1.5,3.1,1,218,70.6,,-2.3
271,봉화,2019-02,.2,7.2,983.1,1023.5,3.4,56,29.5,1.6,5.2,1.8,181.7,59.89,,1
271,봉화,2019-03,4.7,12.7,977.3,1016.8,4.9,60,33.7,1.7,5,2.3,199,53.7,,5.5
271,봉화,2019-04,9.6,17.6,976.4,1015.1,6.8,59,58,1.6,5.2,2.5,187.8,47.64,,11
271,봉화,2019-05,16.5,25.3,974,1011.5,9.5,57,46.1,1.7,4.2,.8,273.4,62.38,,20.6
271,봉화,2019-06,19.5,26.7,970.1,1007.1,15.5,72,156.9,1.4,5.8,2.3,203.7,46.32,,24
271,봉화,2019-07,22.9,28,970.1,1006.5,22.5,82,197.1,1.3,7.2,3.5,117.4,27.11,,25.4
271,봉화,2019-08,23.7,29.7,970.8,1007.1,23.2,81,117,1.3,6.3,2.5,190.2,45.22,,26.7
271,봉화,2019-09,19.6,25.2,978.3,1015.6,18.3,81,180.2,1.3,7.2,3.7,123,34.05,,21.7
271,봉화,2019-10,13,19.9,980.8,1019.1,11.5,77,121.7,1.4,5.7,2.7,143.5,42.49,,14.7
271,봉화,2019-11,5.3,13.5,983.2,1022.8,6.7,75,46.6,1.3,4.7,2.3,146.6,47.77,,6.4
271,봉화,2019-12,.2,6.8,984.9,1025.4,4.3,69,13.5,1.3,3.8,1.9,175.8,58.54,,-.1
271,봉화,2020-01,.9,6.6,982.8,1023.1,4.7,72,60.7,1.4,5.5,3.3,154.2,49.98,,.3
271,봉화,2020-02,1.8,7.8,984,1024.2,4.8,67,51.8,1.5,4.6,2.7,182.6,58.04,,2.4
271,봉화,2020-03,6.2,13.2,977.8,1017.1,5.8,63,17.1,1.5,4,2.3,212.9,57.31,,7.5
271,봉화,2020-04,8.7,16.2,977.6,1016.5,6.1,58,30.1,1.9,3.9,1.8,244.3,61.85,,12.1
271,봉화,2020-05,15.8,21.9,972.7,1010.3,12.6,73,114.8,1.5,6.1,3.4,203.6,46.39,,19.8
271,봉화,2020-06,20.8,26.9,969.4,1006.1,17.9,75,115.3,1.3,5.8,2.3,209.8,47.69,,26.5
271,봉화,2020-07,20.6,24.7,970.6,1007.4,20.8,87,272.5,1,7.4,4.9,100.4,22.47,,24
271,봉화,2020-08,23.9,28.3,972.9,1009.3,26,89,434.9,.9,7.5,5,109.7,26.14,,27.3
271,봉화,2020-09,17.6,22.8,974.8,1012.2,16.6,83,153.5,1.3,6.9,4,109.6,29.43,,20.1
271,봉화,2020-10,10.8,18.2,982.1,1020.8,9.6,76,1.4,1.2,4.9,2.1,171.5,49.21,,12.9
271,봉화,2020-11,6,12.9,985.1,1024.7,6.6,69,40.4,1.3,3.8,2.5,184.2,60.08,,6.6
271,봉화,2020-12,-3.4,3.3,985,1026.1,3.1,63,4.8,1.3,3.2,1.4,193.6,64.51,,-.8
271,봉화,2021-01,-4.5,1.9,983.4,1024.6,3.1,63,12.3,1.5,4,2.2,179.6,58.12,,-2.5
271,봉화,2021-02,.3,7.2,980.6,1020.9,3.8,59,11.6,1.6,3.5,1.4,190,62.6,,1.2
271,봉화,2021-03,5.9,12.2,980.5,1020,6,67,97.6,1.4,5.5,2.9,182.8,52.47,,7.9
271,봉화,2021-04,9.7,16.5,980.1,1018.9,6.9,61,92.3,1.6,5.2,2.9,206.5,52.33,,13.6
271,봉화,2021-05,13,19.1,971.5,1009.5,11.2,76,191.6,1.3,5.9,3.5,182.7,41.63,,17.1
271,봉화,2021-06,18.1,23.5,971.4,1008.6,16.3,81,70.7,1.1,6.9,4.1,166.4,37.83,,24.2
271,봉화,2021-07,22.2,27.7,972.5,1009.2,21.7,83,176.9,1.1,6.5,3,205.4,45.94,,29.7
271,봉화,2021-08,20.7,25.3,972.5,1009.3,20.9,87,228.2,1,7.8,4.3,104.7,24.92,,25.5
271,봉화,2021-09,17.3,22.2,977.3,1014.8,16.3,84,159.6,1.2,7,3.9,129.9,34.85,,21.4
271,봉화,2021-10,11.3,18.1,983.2,1021.9,11.6,84,41.6,1,5.3,3.2,145.6,41.74,,14.1
271,봉화,2021-11,5.6,12.9,979.4,1018.9,6.7,74,43.9,1.3,4.1,2,169.3,55.2,,5.7
271,봉화,2021-12,.2,6.6,982.9,1023.4,4.2,65,2.8,1.6,3.3,1.8,201.7,67.21,,0
271,봉화,2022-01,-2.5,4.4,982.7,1023.5,3,60,1,1.2,3.2,1.7,208.3,67.43,,-2.2
271,봉화,2022-02,-2,4.8,983.2,1023.9,2.7,52,2.5,1.7,3,.9,207,68.2,,-1
272,영주,2018-01,-3.9,.7,996.3,1023.2,2.6,52,11.5,4.1,,,194.3,62.88,,-2.3
272,영주,2018-02,-1.6,4.1,996,1022.7,2.2,40,17.5,3.8,,,214.4,70.62,,.8
272,영주,2018-03,7.3,13.4,994.4,1020.1,5.8,58,110,2.6,,,214.3,57.78,,10.2
272,영주,2018-04,12.8,19.6,990.3,1015.3,7.5,54,175.1,2.8,,,235.6,59.77,,17.4
272,영주,2018-05,17.1,23.3,986.8,1011.3,12.6,66,162.6,2.1,,,232.1,52.93,,23
272,영주,2018-06,21.9,28.1,983.8,1007.7,15.9,63,78.8,1.9,,,222.9,50.68,,30.2
272,영주,2018-07,26,31.6,985.1,1008.7,23.5,72,234.2,1.7,,,257.3,57.59,,33.9
272,영주,2018-08,25.3,31.2,984.2,1007.8,23.3,74,411.5,1.4,6.5,3.1,199.4,47.45,,32.5
272,영주,2018-09,18.2,23.8,989.3,1013.7,15.2,74,166.5,1.6,6.5,3.3,160.2,42.95,,22
272,영주,2018-10,11,17.9,993.4,1018.7,9,69,129.8,2.3,4.7,2.2,220.6,63.17,,14.1
272,영주,2018-11,5.8,12.6,997.7,1023.6,6.3,68,68,2,4.1,2.2,170.4,55.5,,6.9
272,영주,2018-12,-1,4.3,1000,1026.6,3.5,55,26,3.3,4.4,2.1,192.1,63.91,,-.2
272,영주,2019-01,-1.5,3.5,998.5,1025.2,2.6,49,.1,3.7,3.6,1.7,214,69.32,,-.7
272,영주,2019-02,1.1,6.3,997.1,1023.5,3.5,52,29.1,3.2,5.4,2.2,194.7,64.17,,2.8
272,영주,2019-03,6,12.6,990.9,1016.7,5,56,48.7,3.2,5.1,2.5,218,58.81,,8.2
272,영주,2019-04,11.1,17.8,989.7,1014.9,7.2,56,64.3,2.6,5.4,2.6,215.5,54.68,,15
272,영주,2019-05,18.1,25.4,987,1011.4,9.9,51,58,2.6,4,.9,298.5,68.1,,24.2
272,영주,2019-06,20.9,27.4,982.9,1007,16.1,68,87.7,1.7,5.8,2.6,235.9,53.65,,27.6
272,영주,2019-07,23.6,28.6,982.6,1006.5,22.2,77,208.9,1.4,6.8,3.5,153.5,34.35,,28.2
272,영주,2019-08,24.5,30.5,983.3,1007.1,22.8,75,93.3,1.7,6.3,2.8,202.8,49.93,,29.9
272,영주,2019-09,20.1,25.7,991,1015.4,18.2,78,168.8,1.4,7,3.9,143.3,38.38,,24.4
272,영주,2019-10,13.9,20.2,993.9,1019,11.4,72,147.6,2,5.8,2.6,183.5,52.52,,17.4
272,영주,2019-11,6.5,13.3,996.7,1022.6,6.6,67,72.4,2.4,4.9,2.3,174.2,56.69,,8.5
272,영주,2019-12,.5,6,999.1,1025.7,4.2,65,17.5,3,4.3,2.1,162.1,53.94,,1.1
272,영주,2020-01,1.4,6.2,997,1023.4,4.6,67,67.6,2.7,6,3.6,151.1,48.96,,1.7
272,영주,2020-02,2.1,7.6,998.2,1024.6,4.8,65,62.1,3,4.8,2.8,183.2,58.25,,4.1
272,영주,2020-03,7.2,13.7,991.7,1017.4,5.7,57,16.1,3,4.1,2.2,229,61.63,,10.1
272,영주,2020-04,10.3,16.9,991.4,1016.8,5.9,50,26.2,3.3,3.7,1.7,250.5,63.4,,14.8
272,영주,2020-05,17.1,23,986,1010.6,13,69,147.2,2.2,6.1,3.1,221.7,50.52,,22.8
272,영주,2020-06,22.5,28.2,982.4,1006.3,19.1,72,142.3,1.8,5.9,2.6,223.3,50.76,,29.3
272,영주,2020-07,21.7,25.6,983.6,1007.7,22.2,87,445.9,1.2,7.8,5.1,109.5,24.52,,25.9
272,영주,2020-08,25,29.6,985.7,1009.5,27.7,89,437.1,1.2,7.2,4.8,114.5,27.29,,28.6
272,영주,2020-09,18.7,24.2,988,1012.4,17.4,81,108.3,1.6,6.6,3.5,130.9,35.16,,22.2
272,영주,2020-10,12.1,19.1,995.7,1020.9,9.8,70,1.2,2.1,4.5,1.9,222.4,63.83,,16.4
272,영주,2020-11,6.9,12.7,999.1,1025,6.7,65,40.1,2.8,4.2,2.9,183.7,59.88,,8.4
272,영주,2020-12,-1.2,3.9,999.3,1026.1,3.3,57,5.8,3.5,3.7,1.7,191.6,63.76,,.2
